Sample,S_aureus_count,tax_reads,Total_read_count,study,Timepoint,subject_id,sample_alias,S_aureus,present_actual,adj_count_min,present_min,adj_count_1stQ,present_1stQ,adj_count_median,present_median,adj_count_3rdQ,present_3rdQ,adj_count_max,present_max,adj_rel
SAMN04436632,2,1302,5301694,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_56.01,Gibson_2016_preterm.sample_3-A5,0.0015360983102918587,TRUE,0.025883425184478774,0,2.41323094090304,1,12.898127655047613,1,21.80000580946392,1,184.64703357077946,1,3.772379167865969e-7
SAMN04436650,2,374,1648526,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_76.03,Gibson_2016_preterm.sample_3-E1,0.0053475935828877,TRUE,0.08324163525476698,0,7.7610010397166915,1,41.480647560305385,1,70.10927337512419,1,593.8287112244514,1,1.2132050085955574e-6
SAMN04436810,2,1598,4474335,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_195.01,Gibson_2016_preterm.sample_5-D5,0.0012515644555694619,TRUE,0.030669585536174652,0,2.8594667140480095,1,15.28314844552319,1,25.831092218173204,1,218.79051747354637,1,4.469937990785223e-7
SAMN04436811,2,861,2137219,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_195.01,Gibson_2016_preterm.sample_5-C1,0.0023228803716608595,TRUE,0.06420773912266362,0,5.986383239153311,1,31.99575055247029,1,54.07820162557043,1,458.0448096334536,1,9.35795536161713e-7
SAMN04436819,2,1990,6405126,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_197.01,Gibson_2016_preterm.sample_5-B2,0.0010050251256281408,TRUE,0.02142440289230844,0,1.9974957557431343,1,10.676125028609897,1,18.044447525310197,1,152.83728532428557,1,3.1224990733984e-7
SAMN04436844,2,1116,13463226,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_234.01,Gibson_2016_preterm.sample_5-A5,0.0017921146953405018,TRUE,0.010192653677506417,0,0.9503080465261446,0,5.079163493207349,1,8.58464085799347,1,72.71229570089665,1,1.4855280599166946e-7
SAMN04436846,2,784,3519867,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_234.01,Gibson_2016_preterm.sample_5-D4,0.002551020408163265,TRUE,0.03898613214647031,0,3.6348566579362234,1,19.42741757003887,1,32.83560429982156,1,278.1190510891463,1,5.682032872264776e-7
SAMN04436849,2,1003,4510467,Gibson_2016_preterm,DOL 43-455,Gibson_2016_preterm.subject_234.01,Gibson_2016_preterm.sample_5-F3,0.0019940179461615153,TRUE,0.03042390067369964,0,2.8365603827718946,1,15.160719721483385,1,25.624167076269487,1,217.03785217805606,1,4.4341306565373386e-7
SAMN04436860,2,727,2942252,Gibson_2016_preterm,DOL 43-455,Gibson_2016_preterm.subject_234.02,Gibson_2016_preterm.sample_5-A2,0.002751031636863824,TRUE,0.046639784763507684,0,4.348441941750741,1,23.24135594095951,1,39.28180183070655,1,332.718635249462,1,6.79751428497627e-7
SAMN04436913,2,2400,4206192,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_295.01,Gibson_2016_preterm.sample_8-D8,8.333333333333334e-4,TRUE,0.03262475892683929,0,3.0417565341762813,1,16.257442836656054,1,27.477813661383028,1,232.7383224541343,1,4.7548946885924373e-7
SAMN04436927,2,1396,5474317,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_303.01,Gibson_2016_preterm.sample_2-B3,0.0014326647564469914,TRUE,0.02506723669820363,0,2.3371339292189326,1,12.491407786578673,1,21.11258080231744,1,178.8245127200343,1,3.653423796977778e-7
SAMN07501066,2,22005,57145243,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_095,Rahman_2018_preterm_NICU.sample_N4_095_016G1,9.088843444671665e-5,TRUE,0.002401354737436325,0,0.2238893620594106,0,1.1966337425496643,1,2.0225123550528954,1,17.13077097248497,1,3.4998538723511945e-8
SAMN07501091,2,12961,62300000,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_104,Rahman_2018_preterm_NICU.sample_N4_104_021G1,1.543090810894221e-4,TRUE,0.002202664526484751,0,0.20536455858747993,0,1.0976232102728731,1,1.855167897271268,1,15.713355858747992,1,3.210272873194221e-8
SAMN07501126,2,16735,59740895,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_124,Rahman_2018_preterm_NICU.sample_N4_124_011G1,1.1951000896325067e-4,TRUE,0.0022970194872373438,0,0.21416170614785732,0,1.1446418069230466,1,1.9346372363520834,1,16.386464749147127,1,3.3477904875713694e-8
SAMN07501127,2,17979,61338828,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_124,Rahman_2018_preterm_NICU.sample_N4_124_011G2,1.1124089215195505e-4,TRUE,0.0022371800126340857,0,0.20858259632870715,0,1.1148228329370753,1,1.8842381533602175,1,15.959582240469283,1,3.260577460006246e-8
SAMN07501149,2,7962,45729088,Rahman_2018_preterm_NICU,DOL 1-8,Rahman_2018_preterm_NICU.subject_N4_131,Rahman_2018_preterm_NICU.sample_N4_131_006G1,2.5119316754584274e-4,TRUE,0.003000847075716883,0,0.2797827938313574,0,1.4953704303046673,1,2.527427618936988,1,21.40742605669284,1,4.373583833554695e-8
SAMN07501151,2,8986,45012916,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_131,Rahman_2018_preterm_NICU.sample_N4_131_015G1,2.2256843979523704e-4,TRUE,0.0030485916531157414,0,0.28423424067883096,0,1.5191623222099186,1,2.5676399191734216,1,21.74802605545484,1,4.4431691561595346e-8
SAMN07501277,2,9661,42370917,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_128,Rahman_2018_preterm_NICU.sample_N4_128_012G1,2.0701790704895975e-4,TRUE,0.003238683741491835,0,0.3019574015827885,0,1.6138882715236018,1,2.727742710878785,1,23.104103930533295,1,4.720218823680403e-8
SAMN09980571,2,2393,7540643,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N033,Gasparrini_2019_infant_N033_B,8.357709987463436e-4,TRUE,0.01819818283401031,0,1.696700400748318,1,9.068447611165254,1,15.32720220278297,1,129.8220947470925,1,2.652293710231342e-7
SAMN09980584,2,1073,5655857,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N003,Gasparrini_2019_infant_N003_B,0.001863932898415657,TRUE,0.02426263606028229,0,2.2621173060068527,1,12.09046232958153,1,20.43491552208622,1,173.0846571969553,1,3.5361572967633376e-7
SAMN09980600,2,1418,4525427,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N005,Gasparrini_2019_infant_N005_A,0.0014104372355430183,TRUE,0.03032332639549815,0,2.8271833796015273,1,15.110601938778373,1,25.539459591326963,1,216.3203759556833,1,4.419472460830768e-7
SAMN09980612,2,949,3773346,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N035,Gasparrini_2019_infant_N035_D,0.002107481559536354,TRUE,0.03636719240695128,0,3.3906808440042338,1,18.12235771646703,1,30.629833574763616,1,259.43607344781,1,5.300335564244572e-7
SAMN09980613,2,1188,6180514,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N035,Gasparrini_2019_infant_N035_E,0.0016835016835016834,TRUE,0.022203007711009148,0,2.070088669000669,1,11.064116350193526,1,18.700218137197,1,158.39169201784836,1,3.235976813578935e-7
SAMN09980682,2,1523,7282894,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N036,Gasparrini_2019_infant_N036_C,0.0013131976362442547,TRUE,0.018842234968681405,0,1.7567483475662284,1,9.389389163154098,1,15.869647423126027,1,134.41663025714777,1,2.746161072782331e-7
SAMN09980686,2,429,3373302,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N016,Gasparrini_2019_infant_N016_A,0.004662004662004662,TRUE,0.04068002212668773,0,3.7927858223189026,1,20.271510229442843,1,34.26226291034719,1,290.2029139401097,1,5.928908825832967e-7
SAMN09980691,2,1253,4693868,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N016,Gasparrini_2019_infant_N016_F,0.0015961691939345571,TRUE,0.02923516383502902,0,2.7257289723528655,1,14.56835300864873,1,24.622967667603774,1,208.55764797817065,1,4.260878235178322e-7
SAMN09980696,2,545,2022009,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N037,Gasparrini_2019_infant_N037_D,0.003669724770642202,TRUE,0.06786616676780372,0,6.327475298082255,1,33.8188039716935,1,57.159468627488806,1,484.1432802722441,1,9.891152808914303e-7
SAMN09980756,2,1442,6760260,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N038,Gasparrini_2019_infant_N038_H,0.0013869625520110957,TRUE,0.02029892341418821,0,1.8925621203918193,1,10.11528047737809,1,17.09652587326523,1,144.80834612869918,1,2.958466094499324e-7
SAMN09980810,2,1123,5721822,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N030,Gasparrini_2019_infant_N030_C,0.0017809439002671415,TRUE,0.0239829201257921,0,2.236038101150298,1,11.95107537424268,1,20.199328116114064,1,171.08922123058005,1,3.495390104760337e-7
SAMN11394079,2,4878,16092122,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_02078-BA,Parnanen_2019_infant_A045_02078-BA,4.100041000410004e-4,TRUE,0.008527526699089157,0,0.7950605892746774,0,4.24940390086528,1,7.182207542299269,1,60.833622191032354,1,1.2428441693395065e-7
SAMN11394084,2,836,1563566,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_07004-B,Parnanen_2019_infant_A004_07004-B,0.0023923444976076554,TRUE,0.08776476336783992,0,8.182713105810691,1,43.734595149804996,1,73.91882402149957,1,626.0957772169514,1,1.2791273281716281e-6
SAMN11394121,2,8337,16366243,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_12044-BC,Parnanen_2019_infant_A036_12044-BC,2.3989444644356483e-4,TRUE,0.008384697697571764,0,0.7817439836375397,0,4.178229908965668,1,7.061911521171963,1,59.81470946019804,1,1.2220275600209528e-7
X01.1.8.003.c.028.G1,2,12046,33987984,PRIMAL,DOL 9-42,01.1.8.003,PRIMAL_01.1.8.003.c.028,1.6603021749958492e-4,TRUE,0.004037485718482155,0,0.3764333889294522,0,2.0119441623839767,1,3.400524138177775,1,28.802592998749205,1,5.884432568874929e-8
X01.1.8.032.c.028.N1,2,23287,67309051,PRIMAL,DOL 9-42,01.1.8.032,PRIMAL_01.1.8.032.c.028,8.588482844505518e-5,TRUE,0.0020387451310225724,0,0.19008159838711736,0,1.0159395353828418,1,1.7171087436665835,1,14.543988593747963,1,2.9713685905332405e-8
X01.2.7.002.c.365.G1,2,8502,46819497,PRIMAL,DOL 43-455,01.2.7.002,PRIMAL_01.2.7.002.c.365,2.352387673488591e-4,TRUE,0.0029309584423771145,0,0.27326675465992295,0,1.4605437986657566,1,2.468564751987831,1,20.90885491572026,1,4.27172466205692e-8
X01.2.7.020.c.365.N1,2,16028,59075128,PRIMAL,DOL 43-455,01.2.7.020,PRIMAL_01.2.7.020.c.365,1.2478163214374845e-4,TRUE,0.002322906519982487,0,0.21657527343825644,0,1.1575417322836778,1,1.9564402805864423,1,16.571137518313968,1,3.385519537088434e-8
X01.2.8.020.c.001.N1,2,24792,74137598,PRIMAL,DOL 1-8,01.2.8.020,PRIMAL_01.2.8.020.c.001,8.067118425298483e-5,TRUE,0.0018509636635381686,0,0.1725738673108886,0,0.9223650056749884,0,1.5589520448180694,1,13.20439421304154,1,2.6976865368635224e-8
X09.2.8.006.c.365.G1,2,15384,57168435,PRIMAL,DOL 43-455,09.2.8.006,PRIMAL_09.2.8.006.c.365,1.3000520020800833e-4,TRUE,0.0024003805596567404,0,0.22379853497826202,0,1.1961482940717199,1,2.0216918654498763,1,17.12382138849874,1,3.498434057185578e-8
X10.1.7.009.c.028.N1,2,24035,114904256,PRIMAL,DOL 9-42,10.1.7.009,PRIMAL_10.1.7.009.c.028,8.3211982525483675e-05,TRUE,0.0011942638573805308,0,0.11134671982907231,0,0.5951209152774986,0,1.0058544741806605,1,8.51963281499338,1,1.740579565651598e-8
X10.1.8.006.c.028.N1,2,18284,79449819,PRIMAL,DOL 9-42,10.1.8.006,PRIMAL_10.1.8.006.c.028,1.0938525486764385e-4,TRUE,0.00172720343138856,0,0.1610351308666921,0,0.8606932886782285,0,1.4547164670066777,1,12.321514162291548,1,2.517312216910148e-8
X10.2.7.007.c.028.N1,2,19424,66507657,PRIMAL,DOL 9-42,10.2.7.007,PRIMAL_10.2.7.007.c.028,1.0296540362438221e-4,TRUE,0.0020633112966225832,0,0.19237201515007515,0,1.0281812513708009,1,1.7377993033193158,1,14.71923856827493,1,3.00717254255401e-8
X11.1.7.001.c.028.G1,2,4890,31507940,PRIMAL,DOL 9-42,11.1.7.001,PRIMAL_11.1.7.001.c.028,4.0899795501022495e-4,TRUE,0.004355283144502623,0,0.40606310663280426,0,2.1703077383034244,1,3.668185225692317,1,31.06969449605401,1,6.347606349383679e-8
X11.1.8.015.c.028.G1,2,17961,68174218,PRIMAL,DOL 9-42,11.1.8.015,PRIMAL_11.1.8.015.c.028,1.1135237458938811e-4,TRUE,0.0020128723735415638,0,0.18766936204534096,0,1.0030467236162504,1,1.6953177226029934,1,14.359417661380435,1,2.9336603464963836e-8
X12.1.8.013.c.028.G1,2,11541,47398937,PRIMAL,DOL 9-42,12.1.8.013,PRIMAL_12.1.8.013.c.028,1.7329520838748808e-4,TRUE,0.0028951282177488496,0,0.26992613779503116,0,1.442689020641961,1,2.438387173113186,1,20.653249460003714,1,4.219503909971652e-8
X12.2.8.017.c.001.N3,2,339,64643704,PRIMAL,DOL 1-8,12.2.8.017,PRIMAL_12.2.8.017.c.001,0.0058997050147492625,TRUE,0.0021228053392485058,0,0.1979189187550268,0,1.0578280910388427,1,1.787907450352783,1,15.14365683624812,1,3.0938821203685976e-8
X13.2.7.002.c.028.N1,2,25944,58924656,PRIMAL,DOL 9-42,13.2.7.002,PRIMAL_13.2.7.002.c.028,7.70891150169596e-5,TRUE,0.002328838372853632,0,0.21712832740169072,0,1.160497670109436,1,1.9614363128399086,1,16.613454137093306,1,3.394164914598738e-8
X17.2.7.001.c.028.G1,2,11512,39247097,PRIMAL,DOL 9-42,17.2.7.001,PRIMAL_17.2.7.001.c.028,1.7373175816539263e-4,TRUE,0.003496462426252826,0,0.32599129561098494,0,1.742343541994966,1,2.9448537302007334,1,24.943044067692448,1,5.095918304479947e-8
SAMN01041729,1,8575,85362596,Morrow_2016_preterm_infants,DOL 9-42,12351,12351.ST.21.1,1.1661807580174928e-4,TRUE,8.0378295899061e-4,0,0.07494038723939464,0,0.4005379944161961,0,0.676976599915026,0,5.734022369703939,1,1.1714732761876174e-8
SAMN01774312,1,3581,22204952,Morrow_2016_preterm_infants,DOL 1-8,12331,12331.ST.11.1,2.7925160569673273e-4,TRUE,0.0030899864138413807,0,0.28809366487259236,0,1.5397899981949972,1,2.6025041621346445,1,22.043327767607874,1,4.503499940013381e-8
SAMN01779847,1,1527,16282491,Morrow_2016_preterm_infants,DOL 1-8,11141,11141.ST.05.1,6.548788474132286e-4,TRUE,0.004213912969459034,0,0.39288251410671743,0,2.0998607031319714,1,3.549117883743955,1,30.061188733345528,1,6.141566422484127e-8
SAMN01779854,1,5001,71397764,Morrow_2016_preterm_infants,DOL 1-8,12651,12651.SN.11.1,1.999600079984003e-4,TRUE,9.609964816265114e-4,0,0.08959812803101229,0,0.4788800248702466,0,0.8093878122009535,0,6.8555513167051,1,1.4006040861447705e-8
SAMN01779939,1,4404,68679094,Morrow_2016_preterm_infants,DOL 1-8,12521,12521.SN.11.1,2.2706630336058128e-4,TRUE,9.990376401878569e-4,0,0.09314488044935479,0,0.49783654688281126,0,0.8414275237818367,0,7.126929120526838,1,1.456047163347845e-8
SAMN01780295,1,4744,26995773,Morrow_2016_preterm_infants,DOL 1-8,11412,11412.ST.11.1,2.1079258010118043e-4,TRUE,0.002541620126973212,0,0.23696695034441134,0,1.2665302453091454,1,2.14064920459955,1,18.131395422535224,1,3.704283629885316e-8
SAMN01795965,1,9974,41696818,Morrow_2016_preterm_infants,DOL 1-8,11232,11232.ST.08.1,1.0026067776218167e-4,TRUE,0.0016455212481681456,0,0.15341952472248602,0,0.8199897411836078,0,1.3859206234873844,1,11.738810261253029,1,2.398264539035089e-8
SAMN01883007,1,3937,21982653,Morrow_2016_preterm_infants,DOL 1-8,12211,12211.ST.08.1,2.54000508001016e-4,TRUE,0.0031212338201399075,0,0.29100700447757605,0,1.555361084032942,1,2.628821916990638,1,22.26624033959868,1,4.5490414646494216e-8
SAMN04436627,1,2891,6428834,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_56.01,Gibson_2016_preterm.sample_6-H7,3.459010722933241e-4,TRUE,0.010672697412936779,0,0.9950647349114942,0,5.3183770182897865,1,8.988951962362071,1,76.13682901129505,1,1.555492022348065e-7
SAMN04436630,1,1027,4484542,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_56.01,Gibson_2016_preterm.sample_6-H8,9.737098344693282e-4,TRUE,0.015299890156007013,0,1.4264792257492516,1,7.624181689010829,1,12.886149800804631,1,109.14627067825433,1,2.2298821150521056e-7
SAMN04436633,1,2256,8578329,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_56.01,Gibson_2016_preterm.sample_3-G5,4.432624113475177e-4,TRUE,0.007998410879321603,0,0.7457286844559121,0,3.985736965789025,1,6.736566060826066,1,57.059018720312544,1,1.1657281971815257e-7
SAMN04436652,1,885,3668593,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_76.03,Gibson_2016_preterm.sample_6-A8,0.0011299435028248588,TRUE,0.018702810587056126,0,1.743749170322246,1,9.319911748182477,1,15.752218902451157,1,133.42200538462563,1,2.725840669706342e-7
SAMN04436653,1,713,3079857,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_76.03,Gibson_2016_preterm.sample_3-A6,0.001402524544179523,TRUE,0.022277982386844582,0,2.077078903338694,1,11.10147743872524,1,18.76336466270999,1,158.9265459402823,1,3.2469039958673405e-7
SAMN04436654,1,318,1230288,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_76.03,Gibson_2016_preterm.sample_6-C8,0.0031446540880503146,TRUE,0.05576986851859077,0,5.199681700544914,1,27.79102372777756,1,46.97150585879079,1,397.850775590756,1,8.128178117643999e-7
SAMN04436695,1,792,3562887,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_110.01,Gibson_2016_preterm.sample_3-D6,0.0012626262626262627,TRUE,0.01925769747960011,0,1.7954838309494519,1,9.59642082389927,1,16.219565762259652,1,137.38045438993714,1,2.8067126462332373e-7
SAMN04436726,1,2468,12085249,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_144.01,Gibson_2016_preterm.sample_4-A1,4.051863857374392e-4,TRUE,0.005677417155409872,0,0.5293317498050724,0,2.829148410595429,1,4.781736809891133,1,40.501526695891826,1,8.274550238890403e-8
SAMN04436727,1,860,4690414,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_144.01,Gibson_2016_preterm.sample_3-B8,0.0011627906976744186,TRUE,0.014628346239798876,0,1.3638680935201029,1,7.289540539491823,1,12.320549955718194,1,104.3556144510911,1,2.1320079634761452e-7
SAMN04436728,1,590,2655879,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_144.01,Gibson_2016_preterm.sample_4-H2,0.001694915254237288,TRUE,0.02583438477430636,0,2.4086586775978875,1,12.873690028800258,1,21.758702109546405,1,184.2971893674373,1,3.7652317744897264e-7
SAMN04436760,1,2812,9348602,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_171.01,Gibson_2016_preterm.sample_4-A5,3.5561877667140827e-4,TRUE,0.00733938614565044,0,0.6842847732741216,0,3.657334326565619,1,6.1815103477503905,1,52.35767176739367,1,1.0696786535569703e-7
SAMN04436765,1,6794,12416548,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_175.01,Gibson_2016_preterm.sample_7-G2,1.4718869590815426e-4,TRUE,0.005525932006222663,0,0.5152080916531712,0,2.753660920893633,1,4.654150251744688,1,39.4208627873061,1,8.053768245409271e-8
SAMN04436780,1,6216,14906864,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_181.01,Gibson_2016_preterm.sample_4-B5,1.6087516087516087e-4,TRUE,0.004602778961423409,0,0.429138281532588,0,2.2936388901112936,1,3.87663562235491,1,32.83527876822382,1,6.708319066974785e-8
SAMN04436786,1,2437,8033560,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_181.01,Gibson_2016_preterm.sample_4-A7,4.103405826836274e-4,TRUE,0.00854079635927285,0,0.7962977808095042,0,4.256016386259641,1,7.193383755147158,1,60.928285218508364,1,1.2447781556371025e-7
SAMN04436788,1,4211,12564296,Gibson_2016_preterm,DOL 43-455,Gibson_2016_preterm.subject_181.01,Gibson_2016_preterm.sample_4-G4,2.3747328425552126e-4,TRUE,0.005460950617527635,0,0.5091495775011986,0,2.721279648298639,1,4.59942045300429,1,38.957298920687634,1,7.95906113641385e-8
SAMN04436815,1,1649,5334370,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_197.01,Gibson_2016_preterm.sample_4-E5,6.064281382656155e-4,TRUE,0.012862437363737423,0,1.199224275781395,1,6.40955970433247,1,10.833234290084865,1,91.75798360443689,1,1.8746356177018092e-7
SAMN04436817,1,1566,4985327,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_197.01,Gibson_2016_preterm.sample_4-E7,6.385696040868455e-4,TRUE,0.013762988867129478,0,1.2831868401009603,1,6.858319023004911,1,11.591713041090385,1,98.1823328740522,1,2.005886474447915e-7
SAMN04436839,1,627,7482912,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_234.01,Gibson_2016_preterm.sample_5-D1,0.001594896331738437,TRUE,0.009169291313328286,0,0.8548952600271124,0,4.569205544579436,1,7.722726125871852,1,65.41183900064573,1,1.336378137281315e-7
SAMN04436842,1,1788,5658014,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_234.01,Gibson_2016_preterm.sample_5-H4,5.592841163310962e-4,TRUE,0.012126693217796915,0,1.1306274604481361,1,6.042926546311126,1,10.21356256806717,1,86.50933613808661,1,1.7674046052201355e-7
SAMN04436843,1,1030,4811864,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_234.01,Gibson_2016_preterm.sample_5-C3,9.70873786407767e-4,TRUE,0.014259131180764877,0,1.3294444730773771,1,7.105554728895081,1,12.009582980732622,1,101.72171013145842,1,2.078196723764429e-7
SAMN04436845,1,2760,9173643,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_234.01,Gibson_2016_preterm.sample_8-C1,3.6231884057971015e-4,TRUE,0.007479362342746497,0,0.6973353988159339,0,3.7270867200740208,1,6.299403628416759,1,53.35623317802971,1,1.0900794809651957e-7
SAMN04436929,1,2033,6913969,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_309.01,Gibson_2016_preterm.sample_2-C8,4.918839153959665e-4,TRUE,0.009923822337068622,0,0.9252436625041275,0,4.945200506395096,1,8.35822087139818,1,70.79450819059211,1,1.4463472428065558e-7
SAMN04436932,1,1008,3481673,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_313.01,Gibson_2016_preterm.sample_6-C1,9.92063492063492e-4,TRUE,0.019706905272264222,0,1.8373655423700042,1,9.820268302049042,1,16.59790566201938,1,140.5850104245861,1,2.8721824249434106e-7
SAMN04436935,1,820,2458986,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_313.01,Gibson_2016_preterm.sample_6-B6,0.0012195121951219512,TRUE,0.027902964880645923,0,2.601521928144365,1,13.90449681291394,1,23.500939004939433,1,199.05401454095306,1,4.066716931287937e-7
SAMN04436949,1,1305,1619998,Gibson_2016_preterm,DOL 9-42,Gibson_2016_preterm.subject_338.01,Gibson_2016_preterm.sample_8-E7,7.662835249042146e-4,TRUE,0.04235375599229135,0,3.9488357393033824,1,21.10555877229478,1,35.67194527400651,1,302.1429872135645,1,6.172847126971762e-7
SAMN04436954,1,1652,5720118,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_341.01,Gibson_2016_preterm.sample_6-D2,6.053268765133172e-4,TRUE,0.011995032270313304,0,1.1183521039251287,1,5.977317775612321,1,10.102672707101496,1,85.57009400855017,1,1.7482156836624698e-7
SAMN04436955,1,1245,5103864,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_341.01,Gibson_2016_preterm.sample_6-D3,8.032128514056225e-4,TRUE,0.013443344101645341,0,1.253384886431143,1,6.699034888076954,1,11.32249605397009,1,95.90205283683107,1,1.9592998559522745e-7
SAMN04436961,1,1211,3259895,Gibson_2016_preterm,DOL 1-8,Gibson_2016_preterm.subject_345.02,Gibson_2016_preterm.sample_2-G3,8.257638315441783e-4,TRUE,0.021047610429170263,0,1.9623656590166247,1,10.488363275504271,1,17.727098572193274,1,150.14932536170642,1,3.067583465111606e-7
SAMN07501089,1,8113,48488770,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_104,Rahman_2018_preterm_NICU.sample_N4_104_010G1,1.232589670898558e-4,TRUE,0.0014150286757119224,0,0.13192964061575493,0,0.705131579951399,0,1.1917910064536592,1,10.094523639184908,1,2.062333195913198e-8
SAMN07501135,1,9116,47247650,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_125,Rahman_2018_preterm_NICU.sample_N4_125_018G1,1.0969723562966213e-4,TRUE,0.0014521992099077944,0,0.13539522071468105,0,0.7236542558201308,0,1.223097445058114,1,10.359690587785847,1,2.116507381848621e-8
SAMN07501150,1,8046,40887316,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_131,Rahman_2018_preterm_NICU.sample_N4_131_009G1,1.2428535918468804e-4,TRUE,0.0016780998782116195,0,0.15645698044841094,0,0.8362241972547183,0,1.4133595856475392,1,11.971219509737447,1,2.445746255391281e-8
SAMN07501209,1,15363,55214062,Rahman_2018_preterm_NICU,DOL 43-455,Rahman_2018_preterm_NICU.subject_N4_167,Rahman_2018_preterm_NICU.sample_N4_167_072G1,6.509145349215648e-5,TRUE,0.0012426725641015146,0,0.11586008651201934,0,0.6192437535206158,0,1.0466261294088453,1,8.864970575792812,1,1.8111328233738716e-08
SAMN07501214,1,10035,54751794,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_170,Rahman_2018_preterm_NICU.sample_N4_170_009G1,9.96512207274539e-5,TRUE,0.001253164416859108,0,0.1168382902667993,0,0.6244720127344138,0,1.0554627671195578,1,8.939817296214988,1,1.826424171598834e-8
SAMN07501215,1,7988,43419025,Rahman_2018_preterm_NICU,DOL 9-42,Rahman_2018_preterm_NICU.subject_N4_170,Rahman_2018_preterm_NICU.sample_N4_170_012G1,1.2518778167250875e-4,TRUE,0.0015802519747967624,0,0.14733416975623012,0,0.7874650110176357,0,1.3309483573157157,1,11.273192684543238,1,2.3031378525888132e-8
